movieId,title,genres,storyline,country,language,director,release_year,runtime,age_rating,tag_1,tag_2,tag_3
3984,Diamonds Are Forever (1971),Action|Adventure|Thriller,"James Bond's mission is to find out who has been smuggling diamonds, which are not re-appearing. He adopts another identity in the form of Peter Franks. He joins up with Tiffany Case, and acts as if he is smuggling the diamonds, but everyone is hungry for these diamonds. He also has to avoid Mr. Wint and Mr. Kidd, the dangerous couple who do not leave anyone in their way. Ernst Stavro Blofeld isn't out of the question. He may have changed his looks, but is he linked with the heist? And if he is, can Bond finally defeat his ultimate enemy. —simon",United Kingdom,"English, German",Guy Hamilton,1971.0,2 hours,15,diamond,cat,ford mustang
3985,"Eagle Has Landed, The (1976)",Drama|War,"1943, The war is entering its final stages and Germany is teetering on the brink of defeat. An increasingly unhinged Hitler, orders a mission to have British Prime Minister Sir Winston Churchill kidnapped and brought to Germany. The plan seems ludicrous in the extreme, but a message sent from a German spy in the Norfolk countryside makes one German officer realize that such a mission may just be feasible. —Iantjambo",United Kingdom,"English, German, Polish",John Sturges,1976.0,2 hours 15 minutes,PG,commando mission,military uniform,nazi uniform
3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller,"In the near future, cloning is now technically advanced, but human cloning is still illegal. Adam Gibson (Schwarzenegger) returns home after working with his friend Hank Morgan (Rapaport), only to find a clone of himself with his family. Before he has chance to find out the truth, he is attacked by a group who want him dead. Adam must escape and find out the truth from the creator of the clones, Michael Drucker (Goldwyn). Adam knows for sure he couldn't have been cloned, but isn't ready for what he's about to hear. —simon",United States,English,Roger Spottiswoode,2000.0,2 hours 3 minutes,12,cloned dog,talking doll,cloned cat
3987,Bounce (2000),Drama|Romance,"Buddy (Affleck) has just signed an airline in Chicago as a big client, but is ironically delayed at the airport waiting for a flight to LA on that same airline. He meets fellow passenger Greg, who opts to be bumped, even though it means missing an activity with his older son. When the flight gets resumed, Buddy thinks he's doing a good deed by swapping tickets with Greg so he can get home to his son. Sadly, the flight crashes. Buddy conspires with his friend, the ticket agent that night, to take his name off the passenger list and put Greg's on. Once he's back in LA, his new client dictates that the company run a series of feel-good ads about the crash. Buddy feels very hypocritical, and completely loses it when the commercials win a Cleo. After going through re-hab, he decides he needs to check on Greg's widow. But he doesn't plan on falling in love with her. —Tony B",United States,English,Don Roos,2000.0,1 hour 46 minutes,15,love,widow,airport
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,"Inside a snowflake exists the magical land of Whoville, wherein live the Whos, an almost-mutated sort of Munchkin-like people who all love Christmas. Just outside of their beloved town lives the Grinch (Jim Carrey), a nasty creature that hates Christmas and plans to steal it from the Whos, which he equally abhors. Little Cindy Lou Who (Taylor Momsen) decides to befriend the Grinch. —Filmfreak <webmaster@filmfreak.co.za>",United States,English,Ron Howard,2000.0,1 hour 44 minutes,All,dog,dr. seuss' how the grinch stole christmas,christmas
3989,One Day in September (1999),Documentary,"The 1972 Munich Olympics were interrupted by Palestinian terrorists taking Israeli athletes hostage. Besides footage taken at the time, we see interviews with the surviving terrorist, Jamal Al Gashey, and various officials detailing exactly how the police, lacking an anti-terrorist squad and turning down help from the Israelis, botched the operation. —Jon Reeves <jreeves@imdb.com>",Switzerland,"English, German",Kevin Macdonald,1999.0,1 hour 34 minutes,Rated R for some graphic violent images,1972 summer olympics,munich 1972 summer olympics,black september
3990,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy,"Wishes come true in this movie, and love makes its way into the hearts of those young, old, and overseas. Chuckie's dad, Chaz (Michael Bell), starts dating again, and it's Chuckie's wish to find a new mom. When Stu Pickles (Jack Riley) is summoned to Reptarland, an amazing new amusement park in Paris, to work on his Reptar invention, Tommy (Elizabeth Daily), Chuckie (Christine Cavanaugh), Angelica (Cheryl Chase), Phil (Kath Soucie), Lil (Kath Soucie), Dil (Tara Strong), Didi (Melanie Chartoff), and the whole gang tag along to the city of romance. But the Rugrats' big adventure turns out to be more than glamor, fashion, and smelly cheese. Chuckie learns that when it comes to Princesses and potential mommies, things are not always what they seem, and for Chaz, finding the right woman can be difficult in any language. As the Rugrats' travels take them from the Eiffel Tower to Notre Dame and everywhere in-between, the world's favorite babies learn new lessons about courage, loyalty, trust, and above all, true love.",Germany,"English, French",Stig Bergqvist,2000.0,1 hour 18 minutes,All,older actors younger roles,french,europe
3991,102 Dalmatians (2000),Children|Comedy,"After a spot of therapy, Cruella De Vil is released from prison a changed woman. Devoted to dogs and good causes, she is delighted that Chloe, her parole officer, has a dalmatian family and connections with a dog charity. But the sound of Big Ben can reverse the treatment so it is only a matter of time before Ms De Vil is back to her incredibly ghastly ways, using her new-found connections with Chloe and friends. —Jeremy Perkins {J-26}",United States,English,Kevin Lima,2000.0,1 hour 40 minutes,All,cruella de vil character,dog,puppy
3992,Malèna (2000),Drama|Romance|War,"Malèna is about the peril of a beauty through the eyes of a 12 year old kid named Renato. He experiences three things on the same day, beginning of war, getting a bike and sees the arrival of Malèna in town. Through his eyes, we see the curse of beauty and loneliness of Malena, whose husband is presumed to be dead, and through his soul we see his love for her. —Paul",Italy,"Italian, English, Latin, Greek, Ancient (to 1453)",Giuseppe Tornatore,2000.0,1 hour 48 minutes,18,coming of age,italy,teenage boy
3993,Quills (2000),Drama|Romance,"The infamous writer, the Marquis de Sade of eighteenth century France, is imprisoned at Charenton Insane Asylum for unmentionable activities. He manages to befriend the young Abbé de Coulmier, who runs the asylum, along with a beautiful laundress named Madeline. Things go terribly wrong when the Abbé finds out that the Marquis' books are being secretly published. Emperor Napoleon contemplates sending Dr. Royer-Collard to oversee the asylum, a man famed for his torturous punishments. It could mean the end of Charenton and possibly the Marquis. —Emily H and Janette W",United States,"English, Latin",Philip Kaufman,2000.0,2 hours 4 minutes,18,bondage,bare chested male,spousal rape
3994,Unbreakable (2000),Drama|Sci-Fi,"David Dunn (Willis) is taking a train from New York City back home to Philadelphia after a job interview that didn't go well when his car jumps the tracks and collides with an oncoming engine, with David the only survivor among the 131 passengers on board. Astoundingly, David is not only alive, he hardly seems to have been touched. As David wonders what has happened to him and why he was able to walk away, he encounters a mysterious stranger, Elijah Prince (Samuel L. Jackson), who explains to David that there are a certain number of people who are ""unbreakable"" -- they have remarkable endurance and courage, a predisposition toward dangerous behavior, and feel invincible but also have strange premonitions of terrible events. Is David ""unbreakable""? And if he is, what are the physical and psychological ramifications of this knowledge?",United States,English,M. Night Shyamalan,2000.0,1 hour 46 minutes,12,supernatural power,train crash,superhero
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,"In early nineteenth-century China, in the waning years of the Qing dynasty, the renowned swordsman who yearns for enlightenment, Li Mu Bai, decides to give up his legendary Green Destiny sword: the sharp four-hundred-year-old blade of heroes. To mark the end of a blood-stained career, Li entrusts the excellent female warrior, Yu Shu Lien, with the precious weapon to deliver it to Governor Yu; however, once there, an audacious and nimble masked thief manages to steal it. As Shu Lien is hot on the trail of the skilled burglar, unrequited loves; fervent passions; an unconquerable desire for freedom, and bitter loose ends stand in the way. Can Mu Bai shake off his violent past? —Nick Riganas",Taiwan,"Mandarin, Chinese",Ang Lee,2000.0,2 hours,15,china,female martial artist,tragic hero
3997,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy,"The Empire of Izmer has long been a divided land. The Mages - an elite group of magic-users - rule whilst the lowly commoners are powerless. Izmer's young Empress, Savina, wants equality and prosperity for all, but the evil Mage Profion is plotting to depose her and establish his own rule. The Empress possesses a scepter which controls Izmer's Golden Dragons. To challenge her rule, Profion must have the scepter, and tricks the Council of Mages into believing Savina is unfit to hold it. Knowing that Profion will bring death and destruction to Izmer, Savina must find the legendary Rod of Savrille, a mythical rod that has the power to control Red Dragons, a species even mightier than the Gold. Enter two thieves, Ridley and Snails, who unwittingly become instrumental in Savina's search for the Rod. Joined by a feisty Dwarf named Elwood, and helped by the Empress's expert tracker, the Elf Norda, the young heroes go in search of the Rod of Savrille. From the deadly maze of the Thieves Guild at Antius to an Elven Village, secret grotto and abandoned castles, Ridley and his band must outwit Profion's chief henchman Damodar at every turn while, back in Izmer, Profion prepares to do battle with the Empress. All depends on the Rod, but the outcome of the race to reach it first is far from certain, and Izmar's very survival hangs in the balance. —Wizards of the Coast",United States,English,Courtney Solomon,2000.0,1 hour 47 minutes,12,mage,good versus evil,fantasy world
3998,Proof of Life (2000),Drama,"Americans Alice and Peter Bowman have traveled from third world country to third world country working on humanitarian projects. They are currently in Tecala, a country nestled in the Andes, as Peter, an engineer, has been hired by QUAD Carbon, an oil company - the moral ""enemy"" - to lead a project to construct a dam to prevent what is the constant flooding in the country. Alice and Peter eventually learn that QUAD Carbon cares nothing about the dam, which is just a smoke-screen to get an oil pipeline approved and built. Despite loving each other, they have had problems in the marriage of late because of being in Tecala, where Alice has not been able to find her place, and needing to deal with the aftermath of Alice's recent miscarriage. On his way to work one day, Peter, along with a group of others, are random kidnap victims of left wing guerrillas, the Liberation Army of Tecala (ELT), whose reason for being has changed from a political agenda to a monetary one, primarily getting said money through kidnapping and the drug trade in cocaine. The ELT may believe they can get good money for Peter being an oil company executive, despite he not being wealthy as he is not on the oil side of the business. Luthan Risk International, who is the contracted agency for QUAD Carbon's kidnap and ransom (K&R) requirements, dispatches Australian-British Terry Thorne to negotiate Peter's release, Terry an ex-special ops soldier who is known as the best in the business within his own circles. But QUAD Carbon's financial troubles may prevent Terry or anyone else from Luthan Risk helping to get Peter back. Regardless, Alice has to decide whether to trust Terry, the global expert, or locals assigned by QUAD Carbon whose actions are on the surface more promising despite Terry's assertions to the contrary. All, however, need constant proof that Peter is indeed still alive to continue with their work to get him back. But what Alice and Terry begin to feel for each other ultimately factors into what they decide to do in relation to Peter. —Huggo",United States,"English, Spanish, Russian, Italian, French",Taylor Hackford,2000.0,2 hours 15 minutes,12,hostage,ransom,pipeline
3999,Vertical Limit (2000),Action|Adventure,"A high-adrenaline tale of young climber Peter Garrett, who must launch a treacherous and extraordinary rescue effort up K2, the world's second-highest peak. Confronting both his own limitations and the awesome power of nature's uncontrollable elements, Peter risks his life to save his sister, Annie, and her summit team in a race against time. The team is trapped in an icy grave at 26,000 feet - a death zone above the vertical limit of endurance where the human body cannot survive for long. Every second counts as Peter enlists the help of a crew of fellow climbers, including eccentric, reclusive mountain man Montgomery Wick, to ascend the chilling might of the world's most feared peak to save her. —Sujit R. Varma",United States,"English, Urdu",Martin Campbell,2000.0,2 hours 4 minutes,12,k2,mountain climbing,mountaineer
4000,"Bounty, The (1984)",Adventure|Drama,"The story of Lieutenant Bligh (Sir Anthony Hopkins), whose cruelty leads to a mutiny on his ship. Follows both the efforts of Fletcher Christian (Mel Gibson) to get his men beyond the reach of British retribution and the epic voyage of Lieutenant Bligh to get his loyalists safely to East Timor in a tiny lifeboat. —Reid Gagle",United Kingdom,English,Roger Donaldson,1984.0,2 hours 12 minutes,PG,mutiny,18th century,tyrannical captain
4002,"Planes, Trains & Automobiles (1987)",Comedy,"All that Neal Page wants to do is to get home for Thanksgiving. When bad weather cancels his flight, he decides on other means of transportation. As well as bad luck, Neal is blessed with the presence of Del Griffith, shower-curtain-ring salesman and all-around blabbermouth who is never short of advice, conversation, bad jokes, or company. And when he decides that he is going the same direction as Neal.. —Murray Chapman <muzzle@cs.uq.oz.au>",United States,English,John Hughes,1987.0,1 hour 33 minutes,15,thanksgiving,airport,road movie
4003,She's Having a Baby (1988),Comedy,"Jake and Kristy Briggs are newlyweds. Being young, they are perhaps a bit unprepared for the full reality of marriage and all that it (and their parents) expect from them. Do they want babies? Their parents certainly want them to. Is married life all that there is? Things certainly aren't helped by Jake's friend Davis, who always seems to turn up just in time to put a spanner in the works. —Murray Chapman <muzzle@cs.uq.oz.au>",United States,English,John Hughes,1988.0,1 hour 46 minutes,PG-13,pregnancy,marriage,childbirth
4005,"Living Daylights, The (1987)",Action|Adventure|Thriller,"James Bond 007's mission is to firstly, organise the defection of a top Soviet general. When the general is re-captured, Bond heads off to find why an ally of General Koskov was sent to murder him. Bond's mission continues to take him to Afghanistan, where he must confront an arms dealer known as Brad Whitaker. Everything eventually reveals its self to Bond. —simon",United Kingdom,"English, Arabic, French, German, Russian, Czech, Slovak, Dari, Pashtu",John Glen,1987.0,2 hours 10 minutes,12,defection,soviet afghanistan war,betrayal
4006,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi,"The Decepticons have invaded and taken over the Autobots' home planet, Cybertron. The Autobots are determined to fight back and go to Autobot City on Earth for supplies. Decepticons hijack and take over the ship, resulting in a fierce battle between the Autobots and Decepticons, the result of which is devastating. A new threat to the Autobots appears in the form of Unicron, a massive planet-devouring transformer. —grantss",United States,"English, Japanese",Nelson Shin,1986.0,1 hour 24 minutes,All,optimus prime character,megatron character,weapons fire
4007,Wall Street (1987),Drama,"On the Wall Street of the 1980s, Bud Fox is a stockbroker full of ambition, doing whatever he can to make his way to the top. Admiring the power of unsparing corporate raider Gordon Gekko, Fox entices Gekko into mentoring him by providing insider trading. As Fox becomes embroiled in greed and underhanded schemes, his decisions eventually threaten the livelihood of his scrupulous father. Faced with this dilemma, Fox questions his loyalties. —Jwelch5742",United States,English,Oliver Stone,1987.0,2 hours 6 minutes,15,capitalism,1980s,wall street manhattan new york city
4008,Born on the Fourth of July (1989),Drama|War,"Based on the true story of Ron Kovic (Cruise, in an Oscar-nominated performance), an idealistic young American proudly enlists during the Vietnam War and returns home a paraplegic. Struggling to overcome drug-addiction and depression, he turns his life around and becomes an outspoken critic of the war.",United States,"English, Spanish",Oliver Stone,1989.0,2 hours 25 minutes,18,vietnam war veteran,u.s. military,disillusionment
4009,Talk Radio (1988),Drama,"An acerbic radio talk show host based in Dallas starts what could be an important few days when he discovers that his controversial late night show is about to be ""picked up"" by a nationwide network of radio stations. However, all is not perfect for him, because on top of troubles with his love life and fears that the management of the network will try to alter the content of his show he has to cope with a neo-nazi group who have been angered by his forthright opinions. —Mark Thompson <mrt@oasis.icl.co.uk>",United States,English,Oliver Stone,1988.0,1 hour 50 minutes,R,telephone terror,rudeness,snub
4010,Brewster's Millions (1985),Comedy,"Brewster is a minor-league baseball player. Unknown to him, he had a (recently-deceased) rich relative. In order to test if Brewster knows the value of money, he is given the task of disposing of $30m in 30 days. Brewster isn't allowed to have any assets to show for the $30m or waste the money in any way. If successful, Brewster gets to inherit $300m. The biggest problem is that Brewster can't tell anyone what he's doing, so everyone thinks he's crazy. Add to this the fact that if he fails, two scheming trustees will get their hands on the money, Brewster's task is not an easy one. —Rob Hartill",United States,English,Walter Hill,1985.0,1 hour 42 minutes,PG,rags to riches,farce,greed
4011,Snatch (2000),Comedy|Crime|Thriller,"Turkish and his close friend/accomplice Tommy get pulled into the world of match fixing by the notorious Brick Top. Things get complicated when the boxer they had lined up gets badly beaten by Mickey, who comes into the equation after Turkish, an unlicensed boxing promoter wants to buy a caravan off of Travellers. They then try to convince Mickey not only to fight for them, but to lose for them too. Whilst all this is going on, a huge diamond heist takes place, and a fistful of motley characters enter the story, including 'Cousin Avi', 'Boris The Blade', 'Franky Four Fingers' and 'Bullet Tooth Tony'. Things go from bad to worse as it all becomes about the money, the guns, and the damned dog. —Filmtwob <webmaster@filmfreak.co.za>",United Kingdom,"English, Russian",Guy Ritchie,2000.0,1 hour 44 minutes,18,diamond,boxer,narrated by character
4012,Punchline (1988),Comedy|Drama,"Steven Gold is a stand-up comedian who is flat broke and has recently dropped out of medical school. He and several others work regularly at the Gas Station, a New York comedy club. The wages are lousy and everybody hopes for the big break. Lilah Krytsick is housewife with an ambition to be a stand-up comedian, however she doesnt seem to have the talent. Steven takes her under his wings and teaches her the art of comedy and humour. But when a TV station arranges a comedy evening at the club, Steve sees his opportunity for fame and stardom. Their friendship seems quickly forgotten and now it's every man and woman for him- or herself! —Mattias Pettersson <seaman@sbbs.se>",United States,"English, Spanish, French",David Seltzer,1988.0,2 hours 8 minutes,15,stand up comedian,reference to elvis presley,comedian
4014,Chocolat (2000),Drama|Romance,"It's early 1959 in a provincial French village, where residents know their place, and if they see something against the unspoken rules, they are to look the other way. The only exception to this rule is the Mayor, le Comte de Reynaud, who is seen as the town's moral authority, even more so than Pere Henri, the new young Catholic priest whose sermons are vetted by le Comte. Literally blowing into town is free spirit Vianne Rocher and her adolescent daughter Anouk Rocher, who move from place to place wherever the north wind takes them. Renting the long empty space that used to house the patisserie, the property owned by elderly Armande Voizin, Vianne instead opens a chocolaterie which none of the residents are aware of until it opens. While Vianne, through the chocolaterie, is able to help certain residents in exposing some of the village's hidden ills, she nonetheless raises the ire of le Comte in almost everything about her being: that she is promoting the indulgence of chocolate in the season of Lent, a period of abstinence and penitence; that she does not attend church; and that she has never been married meaning that Anouk is illegitimate. Vianne is viewed in an even less flattering light when she takes up with Roux, the lead of a band of self-confessed river rats floating into town, he, who like Vianne, is a nomadic free spirit. The questions become who between Vianne and le Comte will outlast the other or come to an understanding of the errors of their ways to be able to live in harmony with the other. —Huggo",United Kingdom,"English, French",Lasse Hallström,2000.0,2 hours 1 minute,12,chocolate,france,village
4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi,"Roommates Jesse and Chester, both who have more than just a few cards short of a full deck, are stoner dudes who don't even do their jobs as pizza delivery guys well. They awaken one morning having little recollection of what they did the previous night, due to being wasted. They discover that their kitchen is full of prepackaged pudding, how they got all the pudding they are unaware. From a telephone message they receive, they come to the realization that at some point during the previous night they were at a party at the house of their girlfriends, twins Wanda and Wilma, and that today is their one year anniversary, which they did remember as they already bought the twins gifts. But the worst thing in not remembering what happened last night is that Jesse's car is missing. In trying to find out what happened to the car, they believe they have to recreate the feeling and mindset of last night, meaning getting wasted all over again. In trying to find the car, they, being the types that area easily distracted, get sidetracked by one item after another, most specifically the potential of having sex with hot babes (sex with which Wanda and Wilma have not yet provided them), and learning that they apparently had a suitcase filled with $200,000 last night, the suitcase and therefore the money to which they don't know what happened. During their day of discovery, they also end up encountering one group of alien wannabes, and two groups of actual aliens, all three groups who are after the continuum transfunctioner which they believe Jesse and Chester have. Jesse and Chester don't know where it is let alone what it is, but these three groups seem to be willing to do whatever necessary to get it from Jesse and Chester. In the process, Jesse and Chester may have to make decisions which may not only save their lives and those of Wanda, Wilma and their best friend Nelson, a zen-master, but that of the entire universe. But most importantly, they may actually find Jesse's car after all is said and done. —Huggo",United States,"English, Japanese, French",Danny Leiner,2000.0,1 hour 23 minutes,Rated PG-13 for language and some sex and drug-related humor,homoeroticism,giant woman,breasts growing
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,"In this animated comedy from the folks at Disney, the vain and cocky Emperor Kuzco (David Spade) is a very busy man. Besides maintaining his ""groove"", and firing his suspicious administrator, Yzma (Eartha Kitt), he's also planning to build a new waterpark just for himself for his birthday. However, this means destroying one of the villages in his kingdom. Meanwhile, Yzma is hatching a plan to get revenge and usurp the throne. But, in a botched assassination courtesy of Yzma's right-hand man, Kronk (Patrick Warburton), Kuzco is magically transformed into a llama. Now, Kuzco finds himself the property of Pacha, a lowly llama herder whose home is ground zero for the water park. Upon discovering the llama's true self, Pacha offers to help resolve the Emperor's problem and regain his throne, only if he promises to move his water park. —Richard Hudson",United States,"English, Russian",Mark Dindal,2000,1 hour 18 minutes,All,breaking the fourth wall,llama,emperor
4017,Pollock (2000),Drama,"At the end of the 1940's, abstract expressionist Jackson Pollock (1912-1956) is featured in Life magazine. Flashback to 1941, he's living with his brother in a tiny apartment in New York City, drinking too much, and exhibiting an occasional painting in group shows. That's when he meets artist Lee Krasner, who puts her career on hold to be his companion, lover, champion, wife, and, in essence, caretaker. To get him away from booze, insecurity, and the stress of city life, they move to the Hamptons where nature and sobriety help Pollock achieve a breakthrough in style: a critic praises, then Life magazine calls. But so do old demons: the end is nasty, brutish, and short. —<jhailey@hotmail.com>",United States,English,Ed Harris,2000,2 hours 2 minutes,15,painter,artist,painting
4018,What Women Want (2000),Comedy|Romance,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against his new boss Darcy, who seems to be infatuated with him. —yusufpiskin",United States,English,Nancy Meyers,2000,2 hours 7 minutes,15,advertising,telepathy,bare foot woman
4019,Finding Forrester (2000),Drama,"Because of scoring exceptionally high on a statewide standardized exam, and being an exceptionally good basketball player, Jamal Wallace is sent to a prestigious prep school in Manhattan. He soon befriends the reclusive writer, William Forrester. —the chan man",United States,"English, German",Gus Van Sant,2000,2 hours 16 minutes,12,school,basketball,writing
4020,"Gift, The (2000)",Thriller,"When Jessica King goes missing, all eyes turn to Annabelle Wilson. Not as a murder suspect, but as a clairvoyant. Many of the towns folk go to Annabelle for help, and Jessica's fiancée, Wayne Collins, turns to Annabelle for possible guidance. Annabelle feels that she can't help, but this doesn't stop her from constantly getting visions of Jessica's fate. —FilmFanUK",United States,English,Sam Raimi,2000,1 hour 52 minutes,15,abusive husband,clairvoyant,psychic
4021,Before Night Falls (2000),Drama,"Episodic look at the life of Cuban poet and novelist, Reinaldo Arenas (1943-1990), from his childhood in Oriente province to his death in New York City. He joins Castro's rebels. By 1964, he is in Havana. He meets the wealthy Pepe, an early lover; a love-hate relationship lasts for years. Openly gay behavior is a way to spite the government. His writing and homosexuality get him into trouble: he spends two years in prison, writing letters for other inmates and smuggling out a novel. He befriends Lázaro Gomes Garriles, with whom he lives stateless and in poverty in Manhattan after leaving Cuba in the Mariel boat-lift. When asked why he writes, he replies cheerfully, ""Revenge."" —<jhailey@hotmail.com>",Mexico,"English, Spanish, Russian, French",Julian Schnabel,2000,2 hours 3 minutes,15,male frontal nudity,gay,poet
4022,Cast Away (2000),Drama,"Memphis-based FedEx operations executive Chuck Noland and grad student Kelly Frears have long dated and lived together, and despite each being the love of the other's life, have not gotten married because of their respective busy schedules, especially Chuck's as he is more often on business trips than he is at home. That marital status changes when on Christmas Day 1995 as Chuck is rushing off to catch yet another FedEx plane for a business trip, he gives Kelly a ring. That flight experiences technical difficulties, and goes down somewhere in the south Pacific. In a life raft, a relatively unharmed Chuck washes up on shore what he will learn is a deserted island, he unaware what has happened to any of his fellow flight mates, or the plane. However several of the packages on board for delivery do wash up on shore with him, those packages which he initially treats with respect. Chuck realizes that his priority is survival - which primarily means food, water, shelter and fire - and rescue. But survival is also in an emotional sense. To fulfill that emotional need, he has an heirloom pocket watch with Kelly's photo that she gave him as a Christmas present, and eventually opening the FedEx packages, a Wilson volleyball on which he paints a face and which he names Wilson. As time progresses, Chuck goes through a range of emotions, but if rescue is ever in the cards, he realizes that he has to find a way to get off the island, which is seemingly impossible in his circumstance due to the strong on shore surf he cannot get beyond without assistance. What Chuck may not fully realize is the longer he is not rescued, the harder it will be for him to return to his old life in its entirety if he ever is rescued. Although the thought of Kelly is what largely keeps him motivated to be rescued, Kelly, who probably believes him to be dead, may have moved on emotionally from him in the intervening time. —Huggo",United States,"English, Russian",Robert Zemeckis,2000,2 hours 23 minutes,12,survival,island,remote island
4023,"Family Man, The (2000)",Comedy|Drama|Romance,"A modern-day Frank Capra story. Jack Campbell, a successful and talented businessman, is happily living his single life. He has everything, or so he thinks. One day he wakes up in a new life where he didn't leave his college girlfriend for a London trip. He's married to Kate, lives in New Jersey and has two kids. He, of course, desperately wants his life back for which he has worked 13 years for. He's president of P. K. Lassiter Investment House and not a tire salesman at Big Ed's. He drives a Ferrari and not a mini-van that never starts. And most importantly he doesn't wake up in the morning with kids jumping on the bed. After a bad start, day by day he's more confident in his new life and starts to see what he's been missing. Turns out money's good to have but that's not everything. —<speedy33417@yahoo.com>",United States,"English, Italian",Brett Ratner,2000,2 hours 5 minutes,15,christmas,career man,crisis of conscience
4024,"House of Mirth, The (2000)",Romance,"Terence Davies' The House of Mirth is a tragic love story set against a background of wealth and social hypocrisy in turn of the century New York. Lily Bart is a ravishing socialite at the height of her success who quickly discovers the precariousness of her position when her beauty and charm start attracting unwelcome interest and jealousy. Torn between her heart and her head, Lily always seems to do the right thing at the wrong time. She seeks a wealthy husband and in trying to conform to social expectations, she misses her chance for real love with Lawrence Selden.",United Kingdom,"English, French, German",Terence Davies,2000,2 hours 15 minutes,12,period drama,1900s,based on the novel of the same name
4025,Miss Congeniality (2000),Comedy|Crime,"Undercover F.B.I. Agent Gracie Hart shows no signs of having any femininity in her demeanor or appearance. Generally a bright and capable Agent, she is in trouble at work when she makes an error in judgment in a case which results in a near disaster. As such, one of her by-the-books colleagues, Eric Matthews, who has never shown any inclination of thinking outside the box, is assigned to lead the high profile case of a terrorist coined The Citizen instead of her, while she is facing possible disciplinary action. Gracie pieces together the evidence to determine that The Citizen's next target will be the Miss United States beauty pageant. The pageant represents everything that Gracie abhors. Despite Gracie's mannish demeanor, Eric, with no other undercover female Agent remotely fitting the demographic, assigns her to go undercover as a pageant contestant to see if she can flush out The Citizen, who is perhaps one of the other contestants. Although the pageant administration, led by former winner Cathy Morningside and long time host Stan Fields, provide the F.B.I. with access to the pageant, Cathy in particular is less than thrilled to have a non-credible Gracie posing as a contestant, which she feels will ruin the pageant. The F.B.I. enlist the assistance of former pageant contestant coach Victor Melling, who is facing his own disgrace associated with the pageant, to do the nearly impossible task of transforming Gracie, not only into a woman, but a credible beauty pageant contestant. As Gracie proceeds in the transformation, she gets to know the other contestants, not only as potential criminals, but also as real people. She also discovers that another sinister element is present at the pageant. She will do whatever it takes to quash that element and protect her new friends, namely the other innocent contestants. But now displaying some femininity, Gracie begins to have more womanly feelings, and in turn, attracts the attention of men, one in particular about whom she is happy. —Huggo",United States,"English, Russian, Hawaiian",Donald Petrie,2000,1 hour 49 minutes,12,beauty contest,fbi federal bureau of investigation,knee high boots
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,"Loosely based on Homer's ""Odyssey,"" the movie deals with the picaresque adventures of Ulysses Everett McGill and his companions Delmar and Pete in 1930s Mississippi. Sprung from a chain gang and trying to reach Everett's home to recover the buried loot of a bank heist they are confronted by a series of strange characters--among them sirens, a cyclops, bank robber George ""Baby Face"" Nelson (very annoyed by that nickname), a campaigning governor and his opponent, a KKK lynch mob, and a blind prophet who warns the trio that ""the treasure you seek shall not be the treasure you find."" —Armin Ortmann <armin@sfb288.math.tu-berlin.de>",United Kingdom,English,Joel Coen,2000,1 hour 47 minutes,15,greek mythology,chain gang,great depression
4029,State and Main (2000),Comedy|Drama,"Having left New Hampshire over excessive demands by the locals, the cast and crew of ""The Old Mill"" moves their movie shoot to a small town in Vermont. However, they soon discover that The Old Mill burned down in 1960, the star can't keep his pants zipped, the starlet won't take her top off, and the locals aren't quite as easily conned as they appear. —Jon Reeves <jreeves@imdb.com>",United States,"English, Italian",David Mamet,2000,1 hour 45 minutes,15,small town,filmmaking,new england
4030,Dracula 2000 (2000),Horror,"In the millenium version of this classic Gothic horror we find Abraham Van Helsing (Plummer), who has tangled with Count Dracula (Butler) in the past, working as an English antiques dealer. Simon (Miller) is a vampire hunter in training under his apprenticeship. Van Helsing and Simon travel from London to New Orleans to rescue Van Helsing's daughter Mary (Waddell) from the family's life long nemesis - Dracula. —Sujit R. Varma",United States,English,Patrick Lussier,2000,1 hour 39 minutes,18,van helsing,lucy westenra character,van helsing character
4031,All the Pretty Horses (2000),Drama|Romance|Western,"Two young Texas cowboys on the cusp of manhood ride into 1940's Mexico in search of experience. What they find is a country as chaotic as it is beautiful, as cruel and unfeeling as it is mysterious, where death is a constant, capricious companion. —Richard Foxx <spiritranch@earthlink.net>",United States,"English, Spanish",Billy Bob Thornton,2000,1 hour 56 minutes,15,ranch hand,cattle drive,horse ranch
